Title,Chunk,Metadata
In the Land of Saints and Sinners,"In the Land of Saints and Sinners (2023) is a action film directed by Robert Lorenz. Featuring Kerry Condon, Desmond Eastwood, Conor Mac, and others, this movie has an IMDb rating of 6.3/10 and a MetaScore of 60.0. With a runtime of 106 minutes, it is rated R.","{'Title': 'In the Land of Saints and Sinners', 'IMDb Rating': 6.3, 'Year': 2023, 'Certificates': 'R', 'Director': 'Robert Lorenz', 'Star Cast': 'Kerry Condon,Desmond Eastwood,Conor Mac,Neill', 'MetaScore': 60.0, 'Duration (minutes)': 106.0, 'Genres': 'Action', 'Genre 1': 'Action', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Kerry Condon', 'Actor 2': 'Desmond Eastwood', 'Actor 3': 'Conor Mac', 'Actor 4': 'Neill', 'Actor 5': ''}"
The Equalizer,"The Equalizer (2014) is a action film directed by Antoine Fuqua. Featuring Denzel Washington, Marton Csokas, Chloë Grace, and others, this movie has an IMDb rating of 7.2/10 and a MetaScore of 57.0. With a runtime of 132 minutes, it is rated R.","{'Title': 'The Equalizer', 'IMDb Rating': 7.2, 'Year': 2014, 'Certificates': 'R', 'Director': 'Antoine Fuqua', 'Star Cast': 'Denzel Washington,Marton Csokas,Chloë Grace,Moretz', 'MetaScore': 57.0, 'Duration (minutes)': 132.0, 'Genres': 'Action', 'Genre 1': 'Action', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Denzel Washington', 'Actor 2': 'Marton Csokas', 'Actor 3': 'Chloë Grace', 'Actor 4': 'Moretz', 'Actor 5': ''}"
The Equalizer 3,"The Equalizer 3 (2023) is a action film directed by Antoine Fuqua. Featuring Denzel Washington, Dakota Fanning, Eugenio Mastrandrea, this movie has an IMDb rating of 6.8/10 and a MetaScore of 58.0. With a runtime of 109 minutes, it is rated R.","{'Title': 'The Equalizer 3', 'IMDb Rating': 6.8, 'Year': 2023, 'Certificates': 'R', 'Director': 'Antoine Fuqua', 'Star Cast': 'Denzel Washington,Dakota Fanning,Eugenio Mastrandrea', 'MetaScore': 58.0, 'Duration (minutes)': 109.0, 'Genres': 'Action', 'Genre 1': 'Action', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Denzel Washington', 'Actor 2': 'Dakota Fanning', 'Actor 3': 'Eugenio Mastrandrea', 'Actor 4': '', 'Actor 5': ''}"
Wicked Little Letters,"Wicked Little Letters (2023) is a comedy film directed by Thea Sharrock. Featuring Jessie Buckley, Olivia Colman, Timothy Spall, this movie has an IMDb rating of 7.0/10 and a MetaScore of 58.0. With a runtime of 100 minutes, it is rated R.","{'Title': 'Wicked Little Letters', 'IMDb Rating': 7.0, 'Year': 2023, 'Certificates': 'R', 'Director': 'Thea Sharrock', 'Star Cast': 'Jessie Buckley,Olivia Colman,Timothy Spall', 'MetaScore': 58.0, 'Duration (minutes)': 100.0, 'Genres': 'Comedy', 'Genre 1': 'Comedy', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Jessie Buckley', 'Actor 2': 'Olivia Colman', 'Actor 3': 'Timothy Spall', 'Actor 4': '', 'Actor 5': ''}"
Beverly Hills Cop,"Beverly Hills Cop (1984) is a action film directed by Martin Brest. Featuring Daniel Petrie, Jr.Danilo Bach, this movie has an IMDb rating of 7.4/10 and a MetaScore of 66.0. With a runtime of 105 minutes, it is rated R.","{'Title': 'Beverly Hills Cop', 'IMDb Rating': 7.4, 'Year': 1984, 'Certificates': 'R', 'Director': 'Martin Brest', 'Star Cast': 'Daniel Petrie,Jr.Danilo Bach', 'MetaScore': 66.0, 'Duration (minutes)': 105.0, 'Genres': 'Action', 'Genre 1': 'Action', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Daniel Petrie', 'Actor 2': 'Jr.Danilo Bach', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
The Silence of the Lambs,"The Silence of the Lambs (1991) is a crime film directed by Jonathan Demme. Featuring Jodie Foster, Anthony Hopkins, Scott Glenn, this movie has an IMDb rating of 8.6/10 and a MetaScore of 86.0. With a runtime of 118 minutes, it is rated R.","{'Title': 'The Silence of the Lambs', 'IMDb Rating': 8.6, 'Year': 1991, 'Certificates': 'R', 'Director': 'Jonathan Demme', 'Star Cast': 'Jodie Foster,Anthony Hopkins,Scott Glenn', 'MetaScore': 86.0, 'Duration (minutes)': 118.0, 'Genres': 'Crime', 'Genre 1': 'Crime', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Jodie Foster', 'Actor 2': 'Anthony Hopkins', 'Actor 3': 'Scott Glenn', 'Actor 4': '', 'Actor 5': ''}"
Heat,"Heat (1995) is a action film directed by Michael Mann. Featuring Al Pacino, Robert De, Niro Val, and others, this movie has an IMDb rating of 8.3/10 and a MetaScore of 76.0. With a runtime of 170 minutes, it is rated R.","{'Title': 'Heat', 'IMDb Rating': 8.3, 'Year': 1995, 'Certificates': 'R', 'Director': 'Michael Mann', 'Star Cast': 'Al Pacino,Robert De,Niro Val,Kilmer', 'MetaScore': 76.0, 'Duration (minutes)': 170.0, 'Genres': 'Action', 'Genre 1': 'Action', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Al Pacino', 'Actor 2': 'Robert De', 'Actor 3': 'Niro Val', 'Actor 4': 'Kilmer', 'Actor 5': ''}"
No Country for Old Men,"No Country for Old Men (2007) is a crime film directed by Ethan Coen. Featuring Tommy Lee, Jones Javier, Bardem Josh, and others, this movie has an IMDb rating of 8.2/10 and a MetaScore of 92.0. With a runtime of 122 minutes, it is rated R.","{'Title': 'No Country for Old Men', 'IMDb Rating': 8.2, 'Year': 2007, 'Certificates': 'R', 'Director': 'Ethan Coen', 'Star Cast': 'Tommy Lee,Jones Javier,Bardem Josh,Brolin', 'MetaScore': 92.0, 'Duration (minutes)': 122.0, 'Genres': 'Crime', 'Genre 1': 'Crime', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Tommy Lee', 'Actor 2': 'Jones Javier', 'Actor 3': 'Bardem Josh', 'Actor 4': 'Brolin', 'Actor 5': ''}"
Se7en,"Se7en (1995) is a crime film directed by David Fincher. Featuring Morgan Freeman, Brad Pitt, Kevin Spacey, this movie has an IMDb rating of 8.6/10 and a MetaScore of 65.0. With a runtime of 127 minutes, it is rated R.","{'Title': 'Se7en', 'IMDb Rating': 8.6, 'Year': 1995, 'Certificates': 'R', 'Director': 'David Fincher', 'Star Cast': 'Morgan Freeman,Brad Pitt,Kevin Spacey', 'MetaScore': 65.0, 'Duration (minutes)': 127.0, 'Genres': 'Crime', 'Genre 1': 'Crime', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Morgan Freeman', 'Actor 2': 'Brad Pitt', 'Actor 3': 'Kevin Spacey', 'Actor 4': '', 'Actor 5': ''}"
John Wick: Chapter 4,"John Wick: Chapter 4 (2023) is a action film directed by Chad Stahelski. Featuring Keanu Reeves, Laurence Fishburne, George Georgiou, this movie has an IMDb rating of 7.7/10 and a MetaScore of 78.0. With a runtime of 169 minutes, it is rated R.","{'Title': 'John Wick: Chapter 4', 'IMDb Rating': 7.7, 'Year': 2023, 'Certificates': 'R', 'Director': 'Chad Stahelski', 'Star Cast': 'Keanu Reeves,Laurence Fishburne,George Georgiou', 'MetaScore': 78.0, 'Duration (minutes)': 169.0, 'Genres': 'Action', 'Genre 1': 'Action', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Keanu Reeves', 'Actor 2': 'Laurence Fishburne', 'Actor 3': 'George Georgiou', 'Actor 4': '', 'Actor 5': ''}"
The Talented Mr. Ripley,"The Talented Mr. Ripley (1999) is a crime film directed by Anthony Minghella. Featuring Matt Damon, Gwyneth Paltrow, Jude Law, this movie has an IMDb rating of 7.4/10 and a MetaScore of 76.0. With a runtime of 139 minutes, it is rated R.","{'Title': 'The Talented Mr. Ripley', 'IMDb Rating': 7.4, 'Year': 1999, 'Certificates': 'R', 'Director': 'Anthony Minghella', 'Star Cast': 'Matt Damon,Gwyneth Paltrow,Jude Law', 'MetaScore': 76.0, 'Duration (minutes)': 139.0, 'Genres': 'Crime', 'Genre 1': 'Crime', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Matt Damon', 'Actor 2': 'Gwyneth Paltrow', 'Actor 3': 'Jude Law', 'Actor 4': '', 'Actor 5': ''}"
The Outsiders,"The Outsiders (1983) is a crime film directed by Francis Ford Coppola. Featuring C., Thomas Howell, Matt Dillon, and others, this movie has an IMDb rating of 7.0/10 and a MetaScore of 45.0. With a runtime of 91 minutes, it is rated PG.","{'Title': 'The Outsiders', 'IMDb Rating': 7.0, 'Year': 1983, 'Certificates': 'PG', 'Director': 'Francis Ford Coppola', 'Star Cast': 'C.,Thomas Howell,Matt Dillon,Ralph Macchio', 'MetaScore': 45.0, 'Duration (minutes)': 91.0, 'Genres': 'Crime', 'Genre 1': 'Crime', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'C.', 'Actor 2': 'Thomas Howell', 'Actor 3': 'Matt Dillon', 'Actor 4': 'Ralph Macchio', 'Actor 5': ''}"
The Departed,"The Departed (2006) is a crime film directed by Martin Scorsese. Featuring Leonardo Di, Caprio Matt, Damon Jack, and others, this movie has an IMDb rating of 8.5/10 and a MetaScore of 85.0. With a runtime of 151 minutes, it is rated R.","{'Title': 'The Departed', 'IMDb Rating': 8.5, 'Year': 2006, 'Certificates': 'R', 'Director': 'Martin Scorsese', 'Star Cast': 'Leonardo Di,Caprio Matt,Damon Jack,Nicholson', 'MetaScore': 85.0, 'Duration (minutes)': 151.0, 'Genres': 'Crime', 'Genre 1': 'Crime', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Leonardo Di', 'Actor 2': 'Caprio Matt', 'Actor 3': 'Damon Jack', 'Actor 4': 'Nicholson', 'Actor 5': ''}"
Goodfellas,"Goodfellas (1990) is a biography film directed by Martin Scorsese. Featuring Nicholas Pileggi, Martin Scorsese, this movie has an IMDb rating of 8.7/10 and a MetaScore of 92.0. With a runtime of 145 minutes, it is rated R.","{'Title': 'Goodfellas', 'IMDb Rating': 8.7, 'Year': 1990, 'Certificates': 'R', 'Director': 'Martin Scorsese', 'Star Cast': 'Nicholas Pileggi,Martin Scorsese', 'MetaScore': 92.0, 'Duration (minutes)': 145.0, 'Genres': 'Biography', 'Genre 1': 'Biography', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Nicholas Pileggi', 'Actor 2': 'Martin Scorsese', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
The Batman,"The Batman (2022) is a action film directed by Matt Reeves. Featuring Matt Reeves, Peter Craig, Bob Kane, this movie has an IMDb rating of 7.8/10 and a MetaScore of 72.0. With a runtime of 176 minutes, it is rated PG-13.","{'Title': 'The Batman', 'IMDb Rating': 7.8, 'Year': 2022, 'Certificates': 'PG-13', 'Director': 'Matt Reeves', 'Star Cast': 'Matt Reeves,Peter Craig,Bob Kane', 'MetaScore': 72.0, 'Duration (minutes)': 176.0, 'Genres': 'Action', 'Genre 1': 'Action', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Matt Reeves', 'Actor 2': 'Peter Craig', 'Actor 3': 'Bob Kane', 'Actor 4': '', 'Actor 5': ''}"
The Courier,"The Courier (2020) is a drama film directed by Dominic Cooke. Featuring Benedict Cumberbatch, Merab Ninidze, Rachel Brosnahan, this movie has an IMDb rating of 7.2/10 and a MetaScore of 65.0. With a runtime of 112 minutes, it is rated PG-13.","{'Title': 'The Courier', 'IMDb Rating': 7.2, 'Year': 2020, 'Certificates': 'PG-13', 'Director': 'Dominic Cooke', 'Star Cast': 'Benedict Cumberbatch,Merab Ninidze,Rachel Brosnahan', 'MetaScore': 65.0, 'Duration (minutes)': 112.0, 'Genres': 'Drama', 'Genre 1': 'Drama', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Benedict Cumberbatch', 'Actor 2': 'Merab Ninidze', 'Actor 3': 'Rachel Brosnahan', 'Actor 4': '', 'Actor 5': ''}"
The Dark Knight,"The Dark Knight (2008) is a action film directed by Christopher Nolan. Featuring Jonathan Nolan, Christopher Nolan, David, and others, this movie has an IMDb rating of 9.0/10 and a MetaScore of 84.0. With a runtime of 152 minutes, it is rated PG-13.","{'Title': 'The Dark Knight', 'IMDb Rating': 9.0, 'Year': 2008, 'Certificates': 'PG-13', 'Director': 'Christopher Nolan', 'Star Cast': 'Jonathan Nolan,Christopher Nolan,David,S.,Goyer', 'MetaScore': 84.0, 'Duration (minutes)': 152.0, 'Genres': 'Action', 'Genre 1': 'Action', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Jonathan Nolan', 'Actor 2': 'Christopher Nolan', 'Actor 3': 'David', 'Actor 4': 'S.', 'Actor 5': 'Goyer'}"
Killers of the Flower Moon,"Killers of the Flower Moon (2023) is a crime film directed by Martin Scorsese. Featuring Leonardo Di, Caprio Robert, De Niro, and others, this movie has an IMDb rating of 7.6/10 and a MetaScore of 89.0. With a runtime of 206 minutes, it is rated R.","{'Title': 'Killers of the Flower Moon', 'IMDb Rating': 7.6, 'Year': 2023, 'Certificates': 'R', 'Director': 'Martin Scorsese', 'Star Cast': 'Leonardo Di,Caprio Robert,De Niro,Lily Gladstone', 'MetaScore': 89.0, 'Duration (minutes)': 206.0, 'Genres': 'Crime', 'Genre 1': 'Crime', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Leonardo Di', 'Actor 2': 'Caprio Robert', 'Actor 3': 'De Niro', 'Actor 4': 'Lily Gladstone', 'Actor 5': ''}"
Pulp Fiction,"Pulp Fiction (1994) is a crime film directed by Quentin Tarantino. Featuring Quentin Tarantino, Roger Avary, this movie has an IMDb rating of 8.9/10 and a MetaScore of 95.0. With a runtime of 154 minutes, it is rated R.","{'Title': 'Pulp Fiction', 'IMDb Rating': 8.9, 'Year': 1994, 'Certificates': 'R', 'Director': 'Quentin Tarantino', 'Star Cast': 'Quentin Tarantino,Roger Avary', 'MetaScore': 95.0, 'Duration (minutes)': 154.0, 'Genres': 'Crime', 'Genre 1': 'Crime', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Quentin Tarantino', 'Actor 2': 'Roger Avary', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
The Bikeriders,"The Bikeriders (2023) is a crime film directed by Jeff Nichols. Featuring Jodie Comer, Austin Butler, Tom Hardy, this movie has an IMDb rating of 7.5/10 and a MetaScore of 73.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'The Bikeriders', 'IMDb Rating': 7.5, 'Year': 2023, 'Certificates': 'R', 'Director': 'Jeff Nichols', 'Star Cast': 'Jodie Comer,Austin Butler,Tom Hardy', 'MetaScore': 73.0, 'Duration (minutes)': 116.0, 'Genres': 'Crime', 'Genre 1': 'Crime', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Jodie Comer', 'Actor 2': 'Austin Butler', 'Actor 3': 'Tom Hardy', 'Actor 4': '', 'Actor 5': ''}"
The Godfather,"The Godfather (1972) is a crime film directed by Francis Ford Coppola. Featuring Mario Puzo, Francis Ford, Coppola, this movie has an IMDb rating of 9.2/10 and a MetaScore of 100.0. With a runtime of 175 minutes, it is rated R.","{'Title': 'The Godfather', 'IMDb Rating': 9.2, 'Year': 1972, 'Certificates': 'R', 'Director': 'Francis Ford Coppola', 'Star Cast': 'Mario Puzo,Francis Ford,Coppola', 'MetaScore': 100.0, 'Duration (minutes)': 175.0, 'Genres': 'Crime', 'Genre 1': 'Crime', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Mario Puzo', 'Actor 2': 'Francis Ford', 'Actor 3': 'Coppola', 'Actor 4': '', 'Actor 5': ''}"
The Gentlemen,"The Gentlemen (2019) is a action film directed by Guy Ritchie. Featuring Guy Ritchie, Ivan Atkinson, Marn Davies, this movie has an IMDb rating of 7.8/10 and a MetaScore of 51.0. With a runtime of 113 minutes, it is rated R.","{'Title': 'The Gentlemen', 'IMDb Rating': 7.8, 'Year': 2019, 'Certificates': 'R', 'Director': 'Guy Ritchie', 'Star Cast': 'Guy Ritchie,Ivan Atkinson,Marn Davies', 'MetaScore': 51.0, 'Duration (minutes)': 113.0, 'Genres': 'Action', 'Genre 1': 'Action', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Guy Ritchie', 'Actor 2': 'Ivan Atkinson', 'Actor 3': 'Marn Davies', 'Actor 4': '', 'Actor 5': ''}"
Monster,"Monster (2023) is a horror film directed by Rako Prijanto. Featuring Marsha Timothy, Alex Abbad, Anantya Kirana, this movie has an IMDb rating of 4.6/10 and a MetaScore of 66.0. With a runtime of 86 minutes, it is rated TV-MA.","{'Title': 'Monster', 'IMDb Rating': 4.6, 'Year': 2023, 'Certificates': 'TV-MA', 'Director': 'Rako Prijanto', 'Star Cast': 'Marsha Timothy,Alex Abbad,Anantya Kirana', 'MetaScore': 66.0, 'Duration (minutes)': 86.0, 'Genres': 'Horror', 'Genre 1': 'Horror', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Marsha Timothy', 'Actor 2': 'Alex Abbad', 'Actor 3': 'Anantya Kirana', 'Actor 4': '', 'Actor 5': ''}"
Glass,"Glass (2019) is a drama film directed by M. Night Shyamalan. Featuring M., Night Shyamalan, this movie has an IMDb rating of 6.6/10 and a MetaScore of 43.0. With a runtime of 129 minutes, it is rated PG-13.","{'Title': 'Glass', 'IMDb Rating': 6.6, 'Year': 2019, 'Certificates': 'PG-13', 'Director': 'M. Night Shyamalan', 'Star Cast': 'M.,Night Shyamalan', 'MetaScore': 43.0, 'Duration (minutes)': 129.0, 'Genres': 'Drama', 'Genre 1': 'Drama', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'M.', 'Actor 2': 'Night Shyamalan', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Lisa Frankenstein,"Lisa Frankenstein (2024) is a comedy film directed by Zelda Williams. Featuring Kathryn Newton, Liza Soberano, Jenna Davis, this movie has an IMDb rating of 6.1/10 and a MetaScore of 47.0. With a runtime of 101 minutes, it is rated PG-13.","{'Title': 'Lisa Frankenstein', 'IMDb Rating': 6.1, 'Year': 2024, 'Certificates': 'PG-13', 'Director': 'Zelda Williams', 'Star Cast': 'Kathryn Newton,Liza Soberano,Jenna Davis', 'MetaScore': 47.0, 'Duration (minutes)': 101.0, 'Genres': 'Comedy', 'Genre 1': 'Comedy', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Kathryn Newton', 'Actor 2': 'Liza Soberano', 'Actor 3': 'Jenna Davis', 'Actor 4': '', 'Actor 5': ''}"
It,"It (2017) is a fantasy film directed by Andy Muschietti. Featuring Chase Palmer, Cary Joji, Fukunaga Gary, and others, this movie has an IMDb rating of 7.3/10 and a MetaScore of 69.0. With a runtime of 135 minutes, it is rated R.","{'Title': 'It', 'IMDb Rating': 7.3, 'Year': 2017, 'Certificates': 'R', 'Director': 'Andy Muschietti', 'Star Cast': 'Chase Palmer,Cary Joji,Fukunaga Gary,Dauberman', 'MetaScore': 69.0, 'Duration (minutes)': 135.0, 'Genres': 'Fantasy', 'Genre 1': 'Fantasy', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Chase Palmer', 'Actor 2': 'Cary Joji', 'Actor 3': 'Fukunaga Gary', 'Actor 4': 'Dauberman', 'Actor 5': ''}"
Smile,"Smile (2022) is a horror film directed by Parker Finn. Featuring Sosie Bacon, Jessie, T., and others, this movie has an IMDb rating of 6.5/10 and a MetaScore of 68.0. With a runtime of 115 minutes, it is rated R.","{'Title': 'Smile', 'IMDb Rating': 6.5, 'Year': 2022, 'Certificates': 'R', 'Director': 'Parker Finn', 'Star Cast': 'Sosie Bacon,Jessie,T.,Usher Kyle,Gallner', 'MetaScore': 68.0, 'Duration (minutes)': 115.0, 'Genres': 'Horror', 'Genre 1': 'Horror', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Sosie Bacon', 'Actor 2': 'Jessie', 'Actor 3': 'T.', 'Actor 4': 'Usher Kyle', 'Actor 5': 'Gallner'}"
The Dead Don't Die,"The Dead Don't Die (2019) is a comedy film directed by Jim Jarmusch. Featuring Bill Murray, Adam Driver, Tilda Swinton, this movie has an IMDb rating of 5.5/10 and a MetaScore of 53.0. With a runtime of 104 minutes, it is rated R.","{'Title': ""The Dead Don't Die"", 'IMDb Rating': 5.5, 'Year': 2019, 'Certificates': 'R', 'Director': 'Jim Jarmusch', 'Star Cast': 'Bill Murray,Adam Driver,Tilda Swinton', 'MetaScore': 53.0, 'Duration (minutes)': 104.0, 'Genres': 'Comedy', 'Genre 1': 'Comedy', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Bill Murray', 'Actor 2': 'Adam Driver', 'Actor 3': 'Tilda Swinton', 'Actor 4': '', 'Actor 5': ''}"
Nosferatu,"Nosferatu (2024) is a fantasy film directed by Robert Eggers. Featuring Aaron, Taylor-Johnson Bill, Skarsgård Nicholas, and others, this movie has an IMDb rating of 6.9/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R.","{'Title': 'Nosferatu', 'IMDb Rating': 6.9, 'Year': 2024, 'Certificates': 'R', 'Director': 'Robert Eggers', 'Star Cast': 'Aaron,Taylor-Johnson Bill,Skarsgård Nicholas,Hoult', 'MetaScore': 66.0, 'Duration (minutes)': 116.3, 'Genres': 'Fantasy', 'Genre 1': 'Fantasy', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Aaron', 'Actor 2': 'Taylor-Johnson Bill', 'Actor 3': 'Skarsgård Nicholas', 'Actor 4': 'Hoult', 'Actor 5': ''}"
A Serbian Film,"A Serbian Film (2010) is a horror film directed by Srdjan Spasojevic. Featuring Srdjan, 'Zika', Todorovic Sergej, and others, this movie has an IMDb rating of 5.0/10 and a MetaScore of 66.0. With a runtime of 104 minutes, it is rated NC-17.","{'Title': 'A Serbian Film', 'IMDb Rating': 5.0, 'Year': 2010, 'Certificates': 'NC-17', 'Director': 'Srdjan Spasojevic', 'Star Cast': ""Srdjan,'Zika',Todorovic Sergej,Trifunovic Jelena,Gavrilovic"", 'MetaScore': 66.0, 'Duration (minutes)': 104.0, 'Genres': 'Horror', 'Genre 1': 'Horror', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Srdjan', 'Actor 2': ""'Zika'"", 'Actor 3': 'Todorovic Sergej', 'Actor 4': 'Trifunovic Jelena', 'Actor 5': 'Gavrilovic'}"
Mandy,"Mandy (2018) is a action film directed by Panos Cosmatos. Featuring Panos Cosmatos, Aaron, Stewart-Ahn Casper, and others, this movie has an IMDb rating of 6.5/10 and a MetaScore of 83.0. With a runtime of 121 minutes, it is rated Not Rated.","{'Title': 'Mandy', 'IMDb Rating': 6.5, 'Year': 2018, 'Certificates': 'Not Rated', 'Director': 'Panos Cosmatos', 'Star Cast': 'Panos Cosmatos,Aaron,Stewart-Ahn Casper,Kelly', 'MetaScore': 83.0, 'Duration (minutes)': 121.0, 'Genres': 'Action', 'Genre 1': 'Action', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Panos Cosmatos', 'Actor 2': 'Aaron', 'Actor 3': 'Stewart-Ahn Casper', 'Actor 4': 'Kelly', 'Actor 5': ''}"
The Prodigy,"The Prodigy (2019) is a fantasy film directed by Nicholas McCarthy. Featuring Taylor Schilling, Jackson Robert, Scott Peter, and others, this movie has an IMDb rating of 5.9/10 and a MetaScore of 45.0. With a runtime of 92 minutes, it is rated R.","{'Title': 'The Prodigy', 'IMDb Rating': 5.9, 'Year': 2019, 'Certificates': 'R', 'Director': 'Nicholas McCarthy', 'Star Cast': 'Taylor Schilling,Jackson Robert,Scott Peter,Mooney', 'MetaScore': 45.0, 'Duration (minutes)': 92.0, 'Genres': 'Fantasy', 'Genre 1': 'Fantasy', 'Genre 2': '', 'Genre 3': '', 'Actor 1': 'Taylor Schilling', 'Actor 2': 'Jackson Robert', 'Actor 3': 'Scott Peter', 'Actor 4': 'Mooney', 'Actor 5': ''}"
